NewsID,informativeness_score
N40001,0.9429
N43641,0.9268
N59323,0.9821
N17070,0.9131
N58860,0.8985
N32925,0.8619
N16821,0.8845
N40350,0.9439
N22359,0.871
N20932,0.8928
N51646,0.937
N62668,0.9655
N58352,0.9144
N61855,0.8849
N55265,0.8229
N13369,0.9562
N44021,0.868
N46049,0.8051
N14925,0.8808
N11506,0.7706
N28099,0.8813
N28636,0.8811
N38878,0.9188
N28766,0.8953
N33018,0.8424
N48655,0.9638
N57923,0.8998
N31410,0.986
N655,0.9501
N19027,0.8467
N9275,0.9133
N32771,0.906
N2133,0.9362
N26398,0.8683
N34479,0.8968
N37509,0.8868
N18505,0.9461
N26711,0.9055
N17769,0.9046
N3684,0.8654
N64401,0.9656
N44939,0.9093
N18339,0.8018
N49693,0.9648
N32076,0.9622
N51822,0.9784
N6042,0.8396
N13545,0.681
N58792,0.959
N57631,0.9692
N9612,0.9063
N54366,0.8781
N10021,0.8765
N16736,0.9762
N36328,0.9221
N23258,0.9102
N53730,0.9744
N52565,0.8432
N29169,0.9447
N50380,0.4246
N37246,0.959
N1850,0.8818
N19120,0.9549
N46354,0.9941
N45517,0.9189
N38255,0.8702
N45549,0.9541
N29831,0.9411
N46144,0.9423
N56922,0.9607
N19139,0.9149
N48868,0.8746
N1905,0.8488
N60922,0.9353
N61285,0.9566
N53306,0.9826
N64187,0.8899
N60644,0.8814
N52395,0.9218
N57617,0.9307
N8195,0.8283
N39041,0.8788
N160,0.9277
N34714,0.8894
N28700,0.9398
N29966,0.8936
N25479,0.926
N29676,0.8331
N11,0.9179
N48025,0.9343
N53513,0.9577
N65201,0.9369
N48354,0.8548
N43221,0.9728
N5944,0.9527
N16964,0.9131
N42820,0.9488
N32965,0.8772
N32835,0.938
N55187,0.8687
N34374,0.8898
N11134,0.9028
N23247,0.9366
N1542,0.9135
N18481,0.9438
N55188,0.9446
N42813,0.95
N10699,0.8815
N4400,0.8817
N31058,0.9445
N22419,0.9109
N43017,0.9602
N58356,0.9459
N2306,0.9338
N40554,0.9575
N63314,0.9612
N15159,0.9554
N52466,0.0646
N45028,0.9263
N10695,0.8981
N59738,0.9198
N50120,0.9069
N44735,0.9379
N22025,0.8947
N7060,0.9606
N38176,0.8985
N52783,0.978
N11508,0.9692
N4405,0.8515
N2251,0.8605
N42422,0.9331
N35879,0.9303
N31757,0.9685
N36267,0.9196
N49103,0.9627
N15176,0.9874
N56508,0.9368
N41059,0.8265
N4060,0.9737
N60863,0.9299
N22260,0.8633
N25926,0.906
N44106,0.9696
N27633,0.9575
N44767,0.8626
N16167,0.9493
N7478,0.8964
N50802,0.8892
N10392,0.8529
N2782,0.9733
N29033,0.9362
N36419,0.9609
N63407,0.8999
N8838,0.8673
N48750,0.9321
N41732,0.9251
N3314,0.89
N62067,0.9429
N45469,0.9667
N18488,0.8083
N56052,0.6796
N16182,0.9593
N3186,0.9417
N45223,0.8429
N5266,0.9366
N28189,0.9469
N60486,0.9575
N21929,0.8742
N36444,0.9654
N6236,0.9316
N48737,0.7119
N53282,0.9812
N39816,0.9293
N65079,0.9483
N55479,0.928
N47991,0.5949
N16455,0.8096
N35157,0.9543
N64848,0.9386
N2085,0.8941
N8049,0.643
N42873,0.9476
N15649,0.9563
N48526,0.8746
N13578,0.8648
N37604,0.8497
N42775,0.9157
N46640,0.9646
N11966,0.8423
N36035,0.8613
N17047,0.9532
N29620,0.8872
N38266,0.9271
N30353,0.8935
N57615,0.9218
N31354,0.9426
N9253,0.7029
N1716,0.8234
N52665,0.8639
N6405,0.9847
N40190,0.871
N17003,0.8506
N13368,0.9272
N21792,0.9737
N64909,0.9232
N7223,0.8987
N32137,0.8926
N24196,0.8904
N29454,0.8745
N19341,0.9715
N25874,0.8841
N45093,0.8986
N28625,0.9349
N58661,0.9461
N54089,0.8858
N29915,0.9054
N22522,0.8255
N45729,0.9414
N64316,0.9184
N48332,0.9478
N13483,0.949
N13088,0.9331
N3775,0.8965
N17223,0.9835
N18384,0.9273
N28660,0.9332
N40027,0.7926
N5455,0.8095
N49946,0.9717
N16537,0.8573
N32293,0.9574
N16546,0.8492
N11693,0.9186
N13595,0.9664
N34262,0.8151
N3454,0.8235
N53865,0.9565
N31270,0.9088
N7555,0.9118
N48803,0.882
N36530,0.9146
N48695,0.9454
N46456,0.9085
N16320,0.8062
N61211,0.8649
N17125,0.9677
N30943,0.9357
N63324,0.9541
N58074,0.8143
N27522,0.8446
N46802,0.9226
N25659,0.9668
N50512,0.9379
N55087,0.8432
N7429,0.9513
N58825,0.9698
N36211,0.8766
N47164,0.9113
N28317,0.7934
N38668,0.9407
N58119,0.9375
N26928,0.8239
N51841,0.9547
N37632,0.9285
N43654,0.9558
N54045,0.9075
N19260,0.9274
N59488,0.8457
N23158,0.8818
N53860,0.9034
N21269,0.9476
N37803,0.8725
N32478,0.803
N36335,0.7799
N15377,0.8814
N26272,0.9054
N8063,0.8294
N52370,0.9106
N34863,0.9046
N52392,0.8714
N62654,0.8998
N34497,0.9624
N19465,0.9264
N8199,0.9631
N1648,0.9727
N60391,0.9043
N44098,0.9405
N49120,0.9305
N15485,0.9433
N60404,0.8047
N37621,0.9018
N34039,0.8378
N29228,0.9137
N8385,0.9631
N5493,0.9191
N48486,0.9109
N5098,0.9594
N14886,0.8834
N22846,0.8262
N33209,0.9517
N60943,0.9053
N19347,0.8349
N18273,0.8737
N57181,0.9167
N19243,0.8492
N49648,0.9
N458,0.9368
N61503,0.8358
N36961,0.8152
N6087,0.7883
N27337,0.9118
N33914,0.949
N59674,0.9613
N49179,0.8239
N55690,0.7451
N61015,0.8636
N46850,0.9437
N15484,0.9045
N56143,0.8611
N55691,0.8515
N36065,0.9399
N29086,0.8691
N37628,0.9111
N39611,0.9326
N11020,0.8403
N61199,0.9028
N22369,0.9052
N13897,0.9788
N51299,0.8992
N25097,0.9254
N63089,0.836
N29259,0.9077
N49912,0.943
N59660,0.9718
N28247,0.9214
N37294,0.8856
N62901,0.8926
N16188,0.8763
N35488,0.978
N32160,0.8858
N18519,0.8979
N53066,0.9286
N59386,0.9547
N30990,0.9627
N10053,0.4548
N26123,0.7276
N21117,0.9772
N23187,0.4196
N12630,0.9581
N37084,0.7219
N64321,0.9002
N18662,0.9213
N31549,0.9785
N49897,0.8971
N62697,0.785
N55046,0.83
N19237,0.9456
N52841,0.9089
N8123,0.9281
N25549,0.9874
N51693,0.9704
N17898,0.9479
N23380,0.9888
N44725,0.8707
N31919,0.9175
N47163,0.9187
N6201,0.9682
N47319,0.8819
N1378,0.8808
N55539,0.9244
N52866,0.8253
N1681,0.926
N3060,0.9623
N15533,0.9577
N11043,0.9703
N50544,0.9308
N21555,0.8669
N23837,0.9728
N6550,0.8677
N58150,0.8595
N4349,0.9186
N22700,0.904
N2154,0.9174
N51510,0.8713
N37878,0.9521
N13231,0.8327
N44260,0.8857
N55473,0.9432
N3280,0.9319
N39235,0.9176
N43892,0.8382
N37349,0.886
N198,0.952
N12807,0.8998
N51223,0.9834
N55088,0.936
N64162,0.8475
N14866,0.7868
N25087,0.9428
N56915,0.9748
N7102,0.8628
N51876,0.815
N24559,0.8737
N39633,0.8716
N12116,0.8863
N26079,0.8041
N31085,0.9099
N47715,0.9597
N24997,0.9382
N11335,0.9195
N64125,0.9374
N32317,0.8871
N32910,0.9864
N58949,0.9093
N29276,0.9264
N49097,0.8219
N5635,0.8674
N55643,0.9073
N42102,0.9502
N54374,0.9287
N32366,0.9356
N47698,0.9311
N26704,0.8812
N4084,0.9504
N32607,0.9341
N42446,0.8585
N35690,0.8675
N43939,0.9105
N38908,0.9426
N54500,0.9679
N6304,0.9074
N15019,0.984
N1403,0.9271
N12442,0.9251
N10290,0.9897
N5302,0.9437
N19037,0.9118
N11188,0.7827
N58625,0.92
N19137,0.8336
N45658,0.9577
N14741,0.8285
N29773,0.9035
N16837,0.8956
N31667,0.9172
N46065,0.9115
N15085,0.9065
N34596,0.891
N9848,0.8991
N11766,0.9669
N4829,0.9839
N49977,0.9403
N31422,0.8888
N11200,0.8178
N24453,0.7551
N55575,0.9382
N5211,0.9392
N43189,0.9558
N41954,0.9618
N12950,0.6849
N27665,0.9473
N10414,0.858
N18858,0.9059
N18301,0.9695
N7391,0.9452
N56383,0.7884
N49990,0.9713
N48154,0.9448
N37189,0.9581
N35501,0.907
N21851,0.9537
N50583,0.9118
N3046,0.8831
N32169,0.9043
N24850,0.9727
N36214,0.9324
N63640,0.9137
N21080,0.8824
N14368,0.9064
N38287,0.8985
N62254,0.9376
N39969,0.9446
N35274,0.9143
N28882,0.8535
N14631,0.8776
N63012,0.915
N25306,0.9449
N49870,0.8969
N27644,0.895
N57896,0.9425
N64679,0.9382
N26484,0.8653
N49033,0.8083
N2409,0.8935
N4703,0.8961
N21709,0.8757
N54369,0.7847
N338,0.7597
N36308,0.8554
N24127,0.9666
N1109,0.9561
N6196,0.8507
N48281,0.8902
N60435,0.8743
N52687,0.9112
N34842,0.8871
N25790,0.9573
N54734,0.8552
N50218,0.9606
N46981,0.9072
N8626,0.9293
N28547,0.8787
N56254,0.9182
N47852,0.9065
N44077,0.9668
N37428,0.9178
N19782,0.8127
N48262,0.9791
N35706,0.936
N58686,0.8392
N3315,0.8849
N2431,0.9258
N25287,0.9569
N12333,0.9013
N6523,0.9395
N16722,0.8333
N40323,0.8857
N22032,0.9127
N3782,0.9441
N31295,0.7742
N59118,0.8692
N27746,0.8587
N29333,0.9183
N45349,0.8904
N60804,0.9697
N33599,0.9217
N57465,0.8942
N41556,0.9339
N56185,0.9565
N18156,0.897
N21963,0.8809
N34795,0.8899
N19190,0.936
N16302,0.86
N15496,0.9731
N26182,0.917
N47654,0.961
N52630,0.9128
N60436,0.8658
N48380,0.9141
N55904,0.9309
N12397,0.8885
N323,0.9265
N51659,0.9762
N32960,0.9303
N34588,0.8953
N57564,0.8909
N26113,0.9399
N28843,0.8772
N7923,0.9533
N3414,0.9189
N30634,0.89
N5565,0.9742
N41515,0.9024
N18094,0.9183
N41807,0.8562
N45627,0.9127
N57711,0.9194
N56010,0.9169
N51385,0.976
N40883,0.9693
N3910,0.9501
N6096,0.9321
N51339,0.9471
N42351,0.9767
N33511,0.8748
N42677,0.9283
N51916,0.8939
N48082,0.8747
N59912,0.8826
N55269,0.9324
N27847,0.8787
N23433,0.9568
N50867,0.8984
N12322,0.7759
N27145,0.907
N50331,0.947
N23096,0.897
N43571,0.9643
N17777,0.8511
N19453,0.9431
N34173,0.9498
N43353,0.9426
N50204,0.9134
N12602,0.9455
N61500,0.9146
N48276,0.9527
N6296,0.9201
N13839,0.9085
N38269,0.9628
N51919,0.9415
N23551,0.9121
N35853,0.9608
N26576,0.9467
N26197,0.9047
N6442,0.9123
N4964,0.9151
N42620,0.9157
N16827,0.8561
N28051,0.9457
N6033,0.9217
N20070,0.9569
N23084,0.8877
N26000,0.8897
N28802,0.8443
N49051,0.9626
N27083,0.8854
N2940,0.92
N22294,0.611
N21416,0.9589
N13399,0.9378
N23250,0.9084
N36512,0.9369
N14714,0.9296
N17133,0.9075
N53324,0.8228
N3537,0.8677
N34071,0.9499
N22709,0.8948
N30128,0.8536
N6103,0.8896
N29043,0.8275
N47397,0.8432
N62989,0.867
N20339,0.841
N14092,0.9226
N51741,0.9095
N38249,0.8731
N52359,0.9042
N46023,0.9007
N12899,0.8029
N51166,0.9491
N36430,0.9188
N13402,0.9544
N52224,0.9542
N58528,0.8916
N14590,0.7741
N3290,0.9335
N27139,0.9077
N11236,0.9392
N9973,0.7346
N26493,0.9612
N14828,0.9046
N11726,0.8824
N31780,0.9263
N37502,0.9541
N49228,0.9725
N773,0.9396
N508,0.9819
N31949,0.8856
N46228,0.9336
N21016,0.8578
N52490,0.8856
N11527,0.8336
N15607,0.9161
N56386,0.8877
N54031,0.9202
N26044,0.9347
N12058,0.963
N36047,0.8679
N64602,0.9609
N9218,0.94
N44833,0.8826
N20225,0.9421
N58948,0.9046
N44731,0.8466
N8806,0.8985
N2662,0.9232
N1869,0.9015
N39632,0.9
N5299,0.9267
N60120,0.8589
N23893,0.7391
N581,0.8288
N59383,0.9086
N54982,0.6296
N15311,0.8183
N25603,0.948
N952,0.9138
N9859,0.9045
N31981,0.8425
N19108,0.8545
N26888,0.8883
N62277,0.949
N4770,0.819
N57915,0.9544
N20749,0.9746
N44553,0.8818
N43166,0.9292
N53759,0.8838
N11282,0.9394
N19993,0.9585
N27306,0.9546
N1664,0.8596
N26109,0.8881
N58134,0.9495
N44239,0.8818
N7031,0.968
N61136,0.9572
N37902,0.9637
N13256,0.9502
N18408,0.877
N22098,0.97
N45111,0.9737
N39778,0.8839
N57589,0.9568
N40341,0.8867
N31601,0.6438
N14927,0.9575
N38712,0.9367
N7834,0.8764
N19239,0.6086
N3942,0.9312
N45079,0.8763
N5986,0.8908
N6680,0.9078
N46349,0.9014
N22523,0.8483
N20505,0.9125
N63357,0.5475
N60093,0.9065
N11318,0.7703
N44829,0.9079
N34867,0.7815
N14990,0.8684
N27864,0.951
N46641,0.9813
N39900,0.9687
N8386,0.8764
N52256,0.9788
N2521,0.9312
N57737,0.9084
N60208,0.9018
N15598,0.9761
N30463,0.7119
N63761,0.9174
N22109,0.888
N30101,0.9144
N55789,0.9692
N25485,0.8927
N8028,0.9059
N16974,0.8673
N53704,0.9019
N17919,0.7764
N48145,0.94
N5019,0.9312
N54162,0.9508
N17909,0.9559
N57480,0.9504
N64565,0.829
N41837,0.9167
N60223,0.9523
N18223,0.8481
N30310,0.9515
N52207,0.9376
N16584,0.9034
N10946,0.9837
N38346,0.8823
N8764,0.7022
N35278,0.907
N51147,0.9515
N47932,0.947
N6290,0.9601
N51801,0.8075
N42273,0.9832
N63131,0.8842
N37295,0.934
N42164,0.9255
N14190,0.8412
N64116,0.9379
N57276,0.8677
N16623,0.9509
N28768,0.9096
N49064,0.8639
N19448,0.907
N41361,0.9654
N14001,0.9146
N9320,0.858
N63026,0.7869
N59108,0.977
N35032,0.9228
N53531,0.9068
N2198,0.7582
N11585,0.9174
N27741,0.8887
N59321,0.876
N39302,0.8005
N58577,0.8731
N51270,0.9304
N27410,0.9161
N41672,0.9571
N54998,0.9676
N13217,0.8882
N55042,0.9291
N44027,0.851
N30583,0.9666
N29700,0.9782
N22039,0.931
N54535,0.7928
N47540,0.8229
N12448,0.9657
N5141,0.9402
N52230,0.8586
N61221,0.9789
N18240,0.7479
N6720,0.9338
N49758,0.8986
N44407,0.9145
N33346,0.9113
N43991,0.8812
N31606,0.9321
N59029,0.9229
N14298,0.8377
N5785,0.9463
N21996,0.9195
N65035,0.919
N1574,0.8223
N5014,0.9482
N17466,0.8645
N55219,0.9592
N6413,0.8036
N27766,0.9205
N59151,0.9114
N25354,0.9263
N49816,0.8904
N26754,0.9109
N20059,0.9029
N2646,0.8591
N54660,0.9295
N22362,0.45
N46337,0.9839
N43378,0.8843
N29881,0.9377
N7546,0.9422
N59810,0.9639
N52669,0.874
N57620,0.9009
N22268,0.9606
N43796,0.9836
N50064,0.874
N12270,0.9423
N27989,0.9118
N2650,0.8594
N23443,0.9193
N7376,0.8895
N5841,0.9007
N44123,0.8975
N64873,0.8095
N64860,0.7915
N13584,0.94
N64841,0.9539
N46081,0.9454
N26729,0.8974
N40582,0.888
N12384,0.9099
N1306,0.8841
N34468,0.8567
N31378,0.9743
N53916,0.755
N40958,0.8514
N56743,0.8905
N44277,0.8912
N26899,0.7925
N26693,0.9156
N1939,0.9856
N719,0.8424
N50371,0.9528
N5892,0.934
N30054,0.8849
N37311,0.9087
N37304,0.9661
N56318,0.8862
N7005,0.9225
N53405,0.8337
N49700,0.8321
N1370,0.9268
N22936,0.9736
N17218,0.7975
N25187,0.8438
N55558,0.8293
N19342,0.9792
N3637,0.9256
N54422,0.9856
N25313,0.9034
N27320,0.9179
N54960,0.9703
N41245,0.9085
N3852,0.9198
N50220,0.7509
N24097,0.9736
N52005,0.9405
N12108,0.9497
N63379,0.8518
N18942,0.933
N59421,0.8826
N8297,0.9657
N56730,0.8986
N46249,0.8757
N3208,0.9554
N28516,0.883
N59376,0.9479
N18398,0.8938
N14993,0.6569
N73,0.9249
N24688,0.9299
N40811,0.8433
N32077,0.8062
N36239,0.8618
N22231,0.9313
N64702,0.8615
N64697,0.6986
N34284,0.9496
N34168,0.9577
N4418,0.9057
N59139,0.9748
N21434,0.911
N30974,0.8565
N7878,0.9354
N14231,0.936
N5677,0.9134
N60140,0.9067
N57945,0.7888
N14200,0.9509
N30257,0.9546
N59766,0.9576
N31989,0.9702
N17615,0.9048
N60668,0.9137
N61186,0.8908
N3671,0.9165
N18355,0.8612
N1724,0.7708
N41024,0.935
N35520,0.8582
N42174,0.79
N3758,0.9205
N15033,0.9544
N64319,0.9378
N41352,0.9725
N35665,0.9237
N26192,0.9251
N62666,0.9614
N32775,0.9086
N60145,0.884
N57200,0.9288
N57109,0.9388
N38104,0.8928
N26231,0.9431
N57975,0.9657
N64813,0.9242
N40815,0.9402
N53157,0.8715
N40098,0.9405
N62951,0.9138
N59751,0.9303
N20886,0.9531
N4717,0.8575
N9737,0.587
N16215,0.945
N21019,0.9665
N37668,0.7772
N48742,0.9438
N60070,0.8954
N42358,0.8596
N40117,0.8944
N5303,0.9905
N26682,0.9312
N39491,0.8346
N14656,0.8827
N26225,0.9372
N24464,0.9464
N1088,0.9653
N35497,0.936
N25762,0.9697
N48342,0.822
N25004,0.8997
N36576,0.8121
N47548,0.9358
N56058,0.9442
N26786,0.8401
N6461,0.909
N1075,0.8755
N13277,0.9
N23519,0.8466
N38320,0.869
N6392,0.9758
N1085,0.8101
N48864,0.8899
N40710,0.9358
N4035,0.992
N40389,0.8898
N29809,0.8061
N51226,0.9125
N21110,0.8958
N63183,0.8954
N38525,0.8838
N12047,0.9766
N51602,0.937
N13957,0.9504
N39192,0.9635
N18120,0.9188
N44475,0.8746
N25241,0.8474
N32051,0.9017
N33645,0.9437
N51435,0.9348
N33239,0.9017
N51269,0.8851
N24925,0.8821
N52607,0.8796
N28917,0.9846
N12110,0.8802
N47278,0.9083
N18385,0.8841
N56485,0.8494
N8462,0.9077
N43870,0.7828
N33951,0.9205
N55674,0.7857
N37897,0.9076
N63678,0.9471
N30187,0.8906
N37364,0.9216
N39470,0.9313
N59881,0.8313
N5528,0.9613
N44210,0.6296
N47423,0.8315
N33172,0.9793
N6648,0.9117
N7082,0.8708
N36745,0.933
N19616,0.9125
N28853,0.9168
N13249,0.8926
N22877,0.9298
N6130,0.8231
N44117,0.8676
N53049,0.8727
N8888,0.9715
N44973,0.9856
N45817,0.8753
N42133,0.8425
N29207,0.9301
N33281,0.9441
N49463,0.9249
N10993,0.8406
N42296,0.9112
N18549,0.9061
N29597,0.8152
N53718,0.9589
N49708,0.8297
N33090,0.7903
N56725,0.9236
N24629,0.8335
N18266,0.8786
N35787,0.9328
N53656,0.9069
N21898,0.9828
N42453,0.8784
N18954,0.9469
N23628,0.8176
N3553,0.9048
N21249,0.8583
N7646,0.9804
N33301,0.9166
N12575,0.9783
N1839,0.9425
N59688,0.8651
N4166,0.9757
N22466,0.872
N46902,0.8187
N63922,0.9169
N21282,0.8335
N37961,0.8097
N55817,0.9556
N38961,0.903
N52420,0.8574
N34051,0.8491
N39673,0.8831
N43779,0.9579
N61324,0.8223
N4798,0.9295
N45620,0.9476
N4294,0.7817
N26862,0.8656
N39263,0.9666
N33200,0.9508
N62171,0.9109
N30469,0.9791
N12879,0.894
N19183,0.901
N18725,0.9774
N12431,0.9542
N40632,0.9203
N34740,0.8638
N18919,0.943
N42995,0.9496
N17221,0.9373
N40835,0.8848
N63271,0.5122
N20385,0.9645
N57398,0.8144
N55946,0.9651
N48689,0.8915
N1374,0.8867
N10038,0.988
N12221,0.9316
N16172,0.9416
N31251,0.7544
N60928,0.9125
N22365,0.8785
N15406,0.9037
N51959,0.9389
N21636,0.9601
N59305,0.8741
N32545,0.8594
N51930,0.9209
N20425,0.8717
N157,0.9787
N30011,0.9329
N30907,0.9605
N4257,0.8992
N6609,0.8594
N51927,0.8966
N29590,0.9224
N26204,0.8744
N37599,0.9232
N15903,0.8444
N16010,0.925
N41552,0.9225
N12758,0.906
N265,0.8322
N20782,0.9151
N65166,0.8953
N53928,0.8397
N36648,0.9573
N37572,0.8872
N5280,0.9008
N27662,0.8953
N21686,0.9879
N22447,0.9768
N43128,0.8696
N47560,0.9083
N57330,0.9323
N18915,0.9245
N38475,0.8686
N63628,0.8882
N14062,0.9601
N49090,0.9232
N11865,0.8897
N56197,0.956
N16329,0.9382
N36641,0.8885
N16694,0.9538
N23915,0.8516
N23051,0.944
N10167,0.9436
N29771,0.8085
N24203,0.8801
N2590,0.8633
N59762,0.9413
N16940,0.8876
N33104,0.9056
N29965,0.8611
N23223,0.8178
N10345,0.8993
N54883,0.9541
N16942,0.8797
N53171,0.8205
N9377,0.9272
N33065,0.8902
N11085,0.9816
N46417,0.921
N39908,0.8963
N58057,0.9387
N19234,0.9295
N18047,0.8808
N31437,0.9379
N58650,0.9465
N4185,0.8888
N39131,0.9024
N59506,0.9555
N33475,0.8445
N60314,0.9696
N54638,0.9488
N20038,0.8969
N53269,0.9589
N11370,0.8061
N58079,0.8506
N50031,0.9226
N32190,0.9198
N14654,0.9857
N45807,0.9196
N37962,0.9517
N26098,0.8496
N31738,0.9163
N51807,0.8775
N16397,0.9097
N44700,0.9169
N4139,0.8692
N10503,0.9475
N56913,0.9727
N32781,0.9409
N44042,0.9268
N29641,0.9284
N57709,0.9299
N45657,0.9537
N38471,0.9694
N62272,0.8337
N59061,0.8881
N46689,0.7879
N4264,0.8336
N38181,0.9327
N12230,0.9447
N11560,0.9847
N55771,0.9203
N16653,0.884
N5250,0.9501
N55470,0.8493
N63047,0.8958
N39692,0.8586
N54609,0.957
N44976,0.9088
N44840,0.9828
N36087,0.8816
N42831,0.9287
N64414,0.9469
N18159,0.8638
N27076,0.9451
N11136,0.9204
N2194,0.977
N54627,0.9565
N30461,0.9509
N7137,0.7732
N52483,0.9165
N48540,0.872
N42704,0.9158
N17887,0.849
N48728,0.8729
N40352,0.9252
N39118,0.9433
N8354,0.7888
N63417,0.946
N57387,0.9184
N41777,0.9029
N25907,0.9463
N50336,0.8833
N3224,0.9422
N54703,0.9224
N44292,0.9189
N23083,0.9061
N31068,0.9594
N43933,0.897
N35446,0.8391
N5413,0.9048
N56945,0.9717
N18826,0.839
N40699,0.9055
N36882,0.705
N45249,0.9329
N47908,0.9514
N9483,0.8695
N20369,0.8235
N58788,0.8415
N14727,0.8016
N52143,0.822
N49711,0.8468
N19382,0.893
N37641,0.9396
N10425,0.9685
N41299,0.8614
N19372,0.971
N60047,0.8899
N47323,0.7902
N51932,0.8797
N38732,0.9229
N57136,0.8736
N10374,0.9185
N3051,0.8152
N37028,0.9216
N59667,0.9764
N21031,0.801
N52926,0.9365
N62583,0.8053
N1924,0.984
N60713,0.9104
N27866,0.9678
N11566,0.9229
N17404,0.9344
N56751,0.82
N602,0.8468
N5168,0.9492
N47364,0.8725
N5151,0.8746
N3871,0.8201
N44201,0.8869
N38120,0.9394
N372,0.7984
N38654,0.9465
N55216,0.8448
N44606,0.9207
N49409,0.8804
N2370,0.8658
N37996,0.9658
N19016,0.9338
N50740,0.9148
N28102,0.8778
N37137,0.8447
N8574,0.9506
N60198,0.9728
N7269,0.9038
N9071,0.7803
N21433,0.9211
N42219,0.9549
N22081,0.9288
N45828,0.8475
N56455,0.9222
N18040,0.9465
N56591,0.9542
N38478,0.8677
N47722,0.8858
N8878,0.9432
N9360,0.9661
N8517,0.9654
N46332,0.8306
N40679,0.866
N48045,0.9484
N5613,0.8788
N54818,0.9478
N54150,0.9117
N43363,0.9391
N63266,0.9168
N43177,0.92
N5914,0.9092
N20659,0.7446
N54430,0.9359
N54523,0.8942
N8983,0.9733
N39180,0.8494
N20379,0.9425
N41082,0.7801
N31528,0.9059
N44046,0.967
N30384,0.911
N39437,0.8402
N21245,0.9239
N58600,0.9031
N26303,0.9041
N32243,0.9368
N975,0.8727
N17674,0.9265
N32112,0.9202
N64758,0.8716
N4443,0.8449
N27482,0.8933
N58678,0.9232
N9005,0.9421
N16744,0.8877
N48699,0.728
N10014,0.8643
N3393,0.9164
N49647,0.9264
N35800,0.9621
N49809,0.901
N63669,0.8344
N43578,0.9345
N48004,0.8271
N18211,0.7162
N30847,0.8905
N21506,0.8886
N2004,0.8664
N42226,0.936
N2741,0.7649
N25062,0.8502
N44149,0.9429
N36836,0.0698
N43069,0.8942
N36466,0.9449
N25155,0.8826
N43203,0.9374
N39364,0.9063
N23445,0.8798
N4830,0.8878
N19187,0.8767
N31259,0.8475
N23075,0.895
N17690,0.9555
N65131,0.9176
N31740,0.9378
N15630,0.9505
N53710,0.7046
N57577,0.9584
N8091,0.9906
N4940,0.9981
N55107,0.9741
N40153,0.7743
N51004,0.937
N37748,0.94
N29428,0.9247
N44955,0.9429
N38795,0.8219
N2196,0.8355
N25732,0.9707
N30174,0.8829
N2394,0.8869
N14308,0.9626
N12150,0.9765
N61419,0.7691
N54267,0.9406
N31845,0.8875
N8638,0.9519
N22192,0.9406
N31642,0.9931
N52234,0.8868
N20487,0.8882
N15673,0.8885
N40358,0.8835
N27676,0.8476
N60629,0.9391
N19726,0.8767
N21673,0.8709
N63038,0.8451
N56628,0.9634
N36283,0.7143
N20276,0.8645
N42204,0.9063
N24551,0.8824
N18478,0.8776
N11538,0.9029
N22269,0.8929
N57537,0.9805
N37900,0.9301
N61857,0.9342
N19907,0.885
N24895,0.9626
N29368,0.8424
N39676,0.9691
N30580,0.9467
N45637,0.915
N28437,0.8693
N44520,0.9431
N20454,0.9443
N10127,0.9513
N40975,0.948
N30363,0.9272
N20730,0.9677
N52145,0.9306
N22281,0.7842
N51768,0.9185
N51484,0.6684
N20826,0.9237
N31791,0.9588
N47289,0.9236
N13241,0.9441
N58017,0.958
N42758,0.9286
N13518,0.8801
N56512,0.8675
N1859,0.9332
N11559,0.9541
N8154,0.9258
N20176,0.9377
N11807,0.9117
N63823,0.9464
N36888,0.9214
N20350,0.9237
N8543,0.9509
N6751,0.8897
N38777,0.964
N35296,0.891
N12447,0.8078
N37501,0.948
N65126,0.9252
N42430,0.9688
N32930,0.7914
N6974,0.9201
N27596,0.8175
N42341,0.9128
N8942,0.85
N59584,0.8823
N55365,0.9087
N30531,0.9355
N1366,0.8884
N48814,0.8599
N33886,0.8449
N54194,0.8396
N60147,0.8301
N20348,0.9596
N34701,0.7262
N43553,0.9427
N63236,0.8869
N29730,0.9132
N8723,0.9799
N32349,0.9516
N28830,0.9365
N2813,0.9403
N50767,0.8319
N29834,0.9493
N33142,0.9008
N22397,0.8378
N8486,0.5351
N17929,0.9055
N5750,0.8694
N41003,0.8612
N53141,0.9412
N5623,0.9812
N58395,0.9334
N28875,0.8903
N43475,0.9337
N9032,0.9311
N47651,0.8469
N34000,0.963
N5414,0.9057
N48348,0.9587
N62399,0.8892
N10764,0.9329
N27056,0.7602
N43456,0.9742
N47751,0.9351
N38128,0.88
N52523,0.9138
N35433,0.9124
N29062,0.9723
N10429,0.8695
N10919,0.94
N741,0.9093
N3381,0.9391
N33210,0.8673
N12631,0.8722
N43448,0.8313
N28476,0.8492
N12619,0.9158
N38485,0.8583
N33932,0.8869
N7315,0.8747
N13635,0.8798
N26536,0.9245
N46151,0.9398
N35496,0.9428
N27502,0.8671
N52779,0.9134
N14033,0.8037
N17264,0.8799
N22391,0.8365
N58632,0.9368
N54446,0.9223
N28394,0.9452
N20077,0.9288
N9743,0.9033
N16720,0.8508
N32434,0.9343
N51878,0.969
N22686,0.8441
N53659,0.9563
N53743,0.9541
N10879,0.9541
N57971,0.922
N3542,0.9904
N12134,0.832
N29451,0.8523
N21068,0.8712
N1484,0.9621
